,Unnamed: 0,date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,surface,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,name,x,y
3918,3918,2024-07-07,JPN,Kokura,07:35,Procyon Stakes (3yo+) (Dirt),Flat,,Grade 3,,3yo+,,1m½f,8.5f,1700,Standard,AW,16,15.0,12,15,11,2,Gloria Mundi (JPN),6,H,128,,1:44.53,104.53,39.0,Hideaki Miyuki,Ryuji Okubo,,–,88,King Kamehameha (JPN),Bettolle (ITY),Blu Air Force,Kazumi Yoshida,,Kokura,130.87584902440025,33.84488244159307
3919,3919,2024-07-07,JPN,Kokura,07:35,Procyon Stakes (3yo+) (Dirt),Flat,,Grade 3,,3yo+,,1m½f,8.5f,1700,Standard,AW,16,12.0,13,12,12.5,1.5,Desierto (JPN),5,H,126,,1:44.78,104.78,19.4,Yasunari Iwata,Shogo Yasuda,,–,83,Drefong (USA),Admire Sceptre (JPN),King Kamehameha,La Mere Co Ltd,,Kokura,130.87584902440025,33.84488244159307
3920,3920,2024-07-07,JPN,Kokura,07:35,Procyon Stakes (3yo+) (Dirt),Flat,,Grade 3,,3yo+,,1m½f,8.5f,1700,Standard,AW,16,13.0,14,13,14,1.5,Blue Sun (JPN),3,C,119,,1:45.03,105.03,27.9,Ryuji Wada,Yoshihiko Kawamura,,–,81,Moanin (USA),Good Rainbow (JPN),Stay Gold,Kozo Ishise,,Kokura,130.87584902440025,33.84488244159307
3921,3921,2024-07-07,JPN,Kokura,07:35,Procyon Stakes (3yo+) (Dirt),Flat,,Grade 3,,3yo+,,1m½f,8.5f,1700,Standard,AW,16,6.0,15,6,21,7,Legame Pesca (JPN),7,H,126,,1:46.20,106.20,130.0,Kanta Taguchi,Kenta Fujino,,–,64,Kizuna (JPN),Princess Pesca (JPN),Chief Bearhart,Shintaro Yamada,,Kokura,130.87584902440025,33.84488244159307
3922,3922,2024-07-07,JPN,Kokura,07:35,Procyon Stakes (3yo+) (Dirt),Flat,,Grade 3,,3yo+,,1m½f,8.5f,1700,Standard,AW,16,7.0,16,7,21.25,0.3,Bathrat Leon (JPN),6,H,128,,1:46.24,106.24,46.0,Ryusei Sakai,Yoshito Yahagi,,–,65,Kizuna (JPN),Bathrat Amal (JPN),New Approach,Hiroo Race Co Ltd,,Kokura,130.87584902440025,33.84488244159307
3923,3923,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,2.0,1,2,0,0,Al Naseem (JPN),5,H,126,,1:47.20,107.20,8.2,Norihiro Yokoyama,Shinsuke Hashiguchi,231142.79,–,118,Maurice (JPN),Jebel Ali (JPN),Deep Impact,Lion Race Horse Co Ltd,,Kokura,130.87584902440025,33.84488244159307
3924,3924,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,6.0,2,6,0.3,0.3,Epiphany (JPN),5,H,128,,1:47.25,107.25,4.6,Makoto Sugihara,Keisuke Miyata,89908.67,–,120,Epiphaneia (JPN),Rule Britannia (JPN),Deep Impact,Silk Racing Co Ltd,,Kokura,130.87584902440025,33.84488244159307
3925,3925,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,7.0,3,7,.75,.5,Elton Barows (JPN),4,C,130,,1:47.33,107.33,4.6,Atsuya Nishimura,Haruki Sugiyama,56092.67,–,121,Deep Brillante (JPN),Shonan Carat (JPN),Brians Time,Hirotsugu Inokuma,,Kokura,130.87584902440025,33.84488244159307
3926,3926,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,14.0,4,14,1.5,.75,Long Run (JPN),6,G,126,,1:47.45,107.45,11.5,Kohei Matsuyama,Yusuke Wada,34528.85,–,115,Victoire Pisa (JPN),Notte Bianca (FR),Kendargent,Akira Umezawa,,Kokura,130.87584902440025,33.84488244159307
3927,3927,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,13.0,5,13,2,.5,Nihonpiro Kyiv (JPN),4,C,125,,1:47.53,107.53,5.1,Kanta Taguchi,Yuki Ohashi,22833.59,–,113,Kitasan Black (JPN),Nihonpiro Amber (JPN),Swept Overboard,Eiichi Kobayashi,,Kokura,130.87584902440025,33.84488244159307
3928,3928,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,9.0,6,9,6,4,Boden (JPN),6,G,119,,1:48.20,108.20,17.5,Taisei Danno,Yuki Uehara,,–,99,Harbinger (GB),Beau Geste (JPN),King Kamehameha,Katsumi Yoshida,,Kokura,130.87584902440025,33.84488244159307
3929,3929,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,5.0,7,5,7.5,1.5,Catedral (JPN),8,H,128,,1:48.45,108.45,63.0,Hideaki Miyuki,Manabu Ikezoe,,–,104,Hearts Cry (JPN),Abyla GB,Rock Of Gibraltar,Carrot Farm Co Ltd,,Kokura,130.87584902440025,33.84488244159307
3930,3930,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,8.0,8,8,7.5,0.05,Tagano Passion (JPN),6,M,117,,1:48.46,108.46,38.0,Mirco Demuro,Koshiro Take,,–,93,King Kamehameha (JPN),Admire Silk (JPN),Symboli Kris S,Ryoji Yagi,,Kokura,130.87584902440025,33.84488244159307
3931,3931,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,10.0,9,10,8,0.3,Soleil Vita (JPN),4,F,110,,1:48.53,108.53,65.0,Seinosuke Yoshimura,Haruki Sugiyama,,–,86,Screen Hero (JPN),Stapes Mitsuko (JPN),Carnegie,Tadakuni Sugiyama,,Kokura,130.87584902440025,33.84488244159307
3932,3932,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,11.0,10,11,10.5,2.5,Anagosan (JPN),6,H,123,,1:48.95,108.95,19.4,Fuma Matsuwaka,Kazuya Makita,,–,93,Mikki Isle (JPN),Takeno Roman (JPN),King Kamehameha,Gensho Uchida,,Kokura,130.87584902440025,33.84488244159307
3933,3933,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,4.0,11,4,12.25,1.75,World Revival (JPN),6,H,121,,1:49.24,109.24,89.0,Futoshi Komaki,Kazuya Makita,,–,88,Epiphaneia (JPN),Cecilia (JPN),Agnes Tachyon,Akikazu Suzuki,,Kokura,130.87584902440025,33.84488244159307
3934,3934,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,3.0,12,3,12.75,.5,Selberg (JPN),5,H,126,,1:49.33,109.33,14.5,Ryuji Wada,Takashi Suzuki,,–,92,Epiphaneia (JPN),Enachan (JPN),Kinshasa No Kiseki,Natsumi Kuwahata,,Kokura,130.87584902440025,33.84488244159307
3935,3935,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,12.0,13,12,13.25,.5,Theo (JPN),4,C,126,,1:49.41,109.41,6.4,Yasunari Iwata,Hiroyuki Uemura,,–,91,Spielberg (JPN),Lulla GB,Oasis Dream,Chizu Yoshida,,Kokura,130.87584902440025,33.84488244159307
3936,3936,2024-07-21,JPN,Kokura,07:35,Chukyo Kinen Handicap) (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,1.0,14,1,14.5,1.25,T O Sirius (JPN),6,H,121,,1:49.62,109.62,68.0,Koji Nishizuka,Yutaka Okumura,,–,83,Just A Way (JPN),Hello Scarlet (JPN),Symboli Kris S,Tomoya Ozasa,,Kokura,130.87584902440025,33.84488244159307
3937,3937,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,16.0,1,16,0,0,Yamanin Salvum (JPN),5,H,128,,2:00.10,120.10,15.9,Arata Saito,Naoya Nakamura,242748.94,–,113,Isla Bonita (JPN),Yamanin Emailler (JPN),White Muzzle,H Doi,,Niigata,139.1838101332008,37.949180519264424
3938,3938,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,13.0,2,13,0.05,0.05,Kings Palace (JPN),5,H,123,,2:00.11,120.11,6.4,Masami Matsuoka,Hirofumi Toda,95611.49,–,108,King Kamehameha (JPN),Dubawi Heights GB,Dubawi,Shadai Race Horse Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3939,3939,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,1.0,3,1,1.5,1.5,Yoho Lake (JPN),6,H,130,,2:00.35,120.35,5.4,Kiwamu Ogino,Yasuo Tomomichi,61728.67,–,112,Deep Impact (JPN),Crow Canyon (JPN),French Deputy,Kaneko Makoto Holdings Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3940,3940,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,4.0,4,4,2.75,1.25,David Barows (JPN),5,G,123,,2:00.56,120.56,10.8,Norihiro Yokoyama,Hiroyuki Uemura,36199.6,–,103,Lord Kanaloa (JPN),French Bikini (JPN),Sunday Silence,Hirotsugu Inokuma,,Niigata,139.1838101332008,37.949180519264424
3941,3941,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,11.0,5,11,3.25,.5,Reframing (JPN),6,H,126,,2:00.64,120.64,10.7,Kyosuke Maruta,Ippo Sameshima,23947.43,–,105,King Halo (JPN),Healing (JPN),Battle Plan,Manabu Kuriyama,,Niigata,139.1838101332008,37.949180519264424
3942,3942,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,10.0,6,10,3.5,0.3,Huayuan (JPN),6,M,117,,2:00.68,120.68,182.0,Kazuki Kikuzawa,Kazuhiro Seishi,,–,95,Vincennes (JPN),Sakura Papyrus (JPN),Agnes Digital,Tsuyoshi Tanioka,,Niigata,139.1838101332008,37.949180519264424
3943,3943,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,14.0,7,14,5,1.5,Meiner Chrysola (JPN),5,H,123,,2:00.93,120.93,7.0,Yuji Tannai,Takahisa Tezuka,,–,98,Screen Hero (JPN),Meine Twinkle (JPN),Mutafaweq,Thoroughbred Club Ruffian Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3944,3944,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,7.0,8,7,5.5,.5,Nocking Point (JPN),4,C,127,,2:01.02,121.02,16.8,Makoto Sugihara,Tetsuya Kimura,,–,101,Maurice (JPN),Cecchino (JPN),King Kamehameha,Sunday Racing Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3945,3945,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,8.0,9,8,6,0.3,Brave Rocker (JPN),4,C,123,,2:01.10,121.10,20.3,Keisuke Dazai,Masaru Honda,,–,96,Duramente (JPN),City Image (IRE),Elusive City,Teruya Yoshida,,Niigata,139.1838101332008,37.949180519264424
3946,3946,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,5.0,10,5,6.5,.5,Dandyism (JPN),8,G,126,,2:01.18,121.18,46.0,Akatsuki Tomita,Kenji Nonaka,,–,98,Manhattan Cafe (JPN),Beauty Contest (IRE),Singspiel,Kanayama Holdings Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3947,3947,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,15.0,11,15,6.5,0.05,Lebensstil (JPN),4,C,128,,2:01.19,121.19,3.4,Akihide Tsumura,Hiroyasu Tanaka,,–,100,Real Steel (JPN),Tokai Life (JPN),Tokai Teio,Carrot Farm Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3948,3948,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,6.0,12,6,7,.5,Selberg (JPN),5,H,126,,2:01.27,121.27,36.0,Genki Maruyama,Takashi Suzuki,,–,97,Epiphaneia (JPN),Enachan (JPN),Kinshasa No Kiseki,Natsumi Kuwahata,,Niigata,139.1838101332008,37.949180519264424
3949,3949,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,12.0,13,12,9.5,2.5,Season Rich (JPN),4,C,126,,2:01.68,121.68,56.0,Takuya Ono,Takashi Kubota,,–,92,Duramente (JPN),Ever Charmant (JPN),Hearts Cry,Yutaka Uda,,Niigata,139.1838101332008,37.949180519264424
3950,3950,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,9.0,14,9,10.25,.75,Karate (JPN),8,H,131,,2:01.81,121.81,27.9,Yusaku Kokubun,Yasuyuki Tsujino,,–,96,To The Glory (JPN),Lady No Punch (JPN),French Deputy,Hikaru Odagiri,,Niigata,139.1838101332008,37.949180519264424
3951,3951,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,3.0,15,3,10.75,.5,Vin Quet Domingo (JPN),8,H,119,,2:01.89,121.89,285.0,Yamato Tsunoda,Kenichi Fujioka,,–,83,Rulership (JPN),Un Fil Rouge (JPN),Agnes Tachyon,Masanobu Habata,,Niigata,139.1838101332008,37.949180519264424
3952,3952,2024-05-05,JPN,Niigata,07:20,Niigata Daishoten (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,2.0,16,2,12,1.25,Ho O Amazon (JPN),6,H,128,,2:02.10,122.10,97.0,Daisuke Sasaki,Yoshito Yahagi,,–,89,King Kamehameha (JPN),Hikaru Amaranthus (JPN),Agnes Tachyon,Yoshihisa Ozasa,,Niigata,139.1838101332008,37.949180519264424
3953,3953,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,15.0,1,15,0,0,Mozu Meimei (JPN),4,F,121,,0:55.30,55.30,7.6,Kyosuke Kokubun,Hidetaka Otonashi,231883.49,–,102,Real Impact (JPN),In Luxury (JPN),Frankel,Capital System Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3954,3954,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,12.0,2,12,0.3,0.3,Win Greatest (JPN),7,H,130,,0:55.35,55.35,6.5,Masami Matsuoka,Yoshihiro Hatakeyama,90120.29,–,110,Screen Hero (JPN),Great Catty (JPN),Sakura Yutaka O,Win Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3955,3955,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,17.0,3,17,.5,0.3,T M Spada (JPN),5,M,126,,0:55.38,55.38,16.0,Manabu Sakai,Kazuyoshi Kihara,56198.49,–,105,Red Spada (JPN),Toshi The Cozzene (JPN),Admire Cozzene,Masatsugu Takezono,,Niigata,139.1838101332008,37.949180519264424
3956,3956,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,16.0,4,16,1,.5,Divination (JPN),7,H,126,,0:55.47,55.47,10.3,Kohei Matsuyama,Hideyuki Mori,34528.85,–,103,Victoire Pisa (JPN),Hugin (AUS),Street Sense,Tetsuya Ichimura,,Niigata,139.1838101332008,37.949180519264424
3957,3957,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,18.0,5,18,1.25,0.05,Medieval (JPN),6,H,126,,0:55.52,55.52,48.0,Ryoya Kozaki,Ryo Terashima,22833.59,–,103,Asia Express (USA),Medjerda (JPN),Deep Impact,Turf Sport Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3958,3958,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,11.0,6,11,1.75,.5,A Big Cheer (JPN),6,M,121,,0:55.59,55.59,154.0,Genki Maruyama,Takahiro Mizuno,,–,96,Leontes (JPN),Siberian Classica (USA),Siphon,Nagako Fujita,,Niigata,139.1838101332008,37.949180519264424
3959,3959,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,6.0,7,6,1.75,0.2,Geumeusilakko (JPN),6,H,126,,0:55.62,55.62,142.0,Hiroyuki Uchida,Yoshihiko Ishige,,–,100,Discreet Cat (USA),Daydreamer (JPN),Neo Universe,Mill Farm Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3960,3960,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,3.0,8,3,2.25,.5,Lord Bay Leaf (JPN),7,H,126,,0:55.67,55.67,96.0,Ryuji Wada,Naoyuki Morita,,–,99,Vincennes (JPN),Shonan Aoba (JPN),King Kamehameha,Lord Horse Club Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3961,3961,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,13.0,9,13,2.5,0.05,Chase The Dream (JPN),5,M,121,,0:55.72,55.72,3.0,Ryusei Sakai,Yoshito Yahagi,,–,93,Lord Kanaloa (JPN),Gold Chase (JPN),Admire Moon,Hidaka Breeders Union Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3962,3962,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,4.0,10,4,3.75,1.25,Jasper Krone (USA),5,H,128,,0:55.92,55.92,15.3,Taisei Danno,Hideyuki Mori,,–,96,Frosted (USA),Fancy Kitten (USA),Kittens Joy,Kazuo Kato,Quick into stride - soon prominent in centre - ridden 2f out - no impression - weakened inside final furlong - eased closed home,Niigata,139.1838101332008,37.949180519264424
3963,3963,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,5.0,11,5,4,0.3,Mountain Musume (JPN),6,M,121,,0:55.97,55.97,19.1,Nanako Fujita,Shoichi Temma,,–,88,Admire Moon (JPN),Yama Girl (JPN),Storming Home,Shinichiro Nishimura,,Niigata,139.1838101332008,37.949180519264424
3964,3964,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,2.0,12,2,5.5,1.5,Shonan Mach (JPN),5,G,126,,0:56.22,56.22,34.0,Shu Ishibashi,Taiki Chaki,,–,87,Shonan Kampf (JPN),Overlay (JPN),Daiwa Major,Tetsuhide Kunimoto,,Niigata,139.1838101332008,37.949180519264424
3965,3965,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,7.0,13,7,5.75,0.3,Hagino Maetel (JPN),5,M,121,,0:56.26,56.26,285.0,Takashi Fujikake,Ryo Terashima,,–,81,Satono Aladdin (JPN),Hagino Natura (JPN),Daiwa Major,Yoshie Hinokuma,,Niigata,139.1838101332008,37.949180519264424
3966,3966,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,14.0,14,14,6,0.3,Dualist (JPN),6,H,126,,0:56.30,56.30,19.6,Daito Ozawa,Yuichi Fukunaga,,–,85,Mikki Isle (JPN),Dual Story (JPN),End Sweep,Sunday Racing Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3967,3967,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,9.0,15,9,6.25,0.3,Great Gainer (JPN),7,H,126,,0:56.34,56.34,41.0,Tsubasa Sasagawa,Hideyuki Mori,,–,84,Kinshasa No Kiseki (AUS),Canyon Lily (JPN),Erhaab,Keiji Tanaka,,Niigata,139.1838101332008,37.949180519264424
3968,3968,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,10.0,16,10,6.75,0.3,Fire Dancer (JPN),6,M,121,,0:56.42,56.42,7.8,Keita Tosaki,Shintaro Suzuki,,–,78,Pyro (USA),Ingenue (JPN),Commands,Godolphin,Broke on terms - soon towards rear - ridden after halfway - unable to make any impression - held when carried left just under 2f out - never a factor,Niigata,139.1838101332008,37.949180519264424
3969,3969,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,8.0,17,8,7,0.3,Maillot A Pois (JPN),6,M,121,,0:56.47,56.47,12.8,Yukito Ishikawa,Shoichiro Wada,,–,77,Leontes (JPN),Ever Rose (JPN),Win Kluger,Speed Farm Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3970,3970,2024-07-28,JPN,Niigata,07:45,Ibis Summer Dash (3yo+) (Turf),Flat,,Grade 3,,3yo+,,5f,5f,1000,Good To Firm,Turf,18,1.0,18,1,9,2,Ripresa (JPN),6,H,128,,0:56.80,56.80,225.0,Hideaki Miyuki,Hiroyuki Oneda,,–,77,Leontes (JPN),South Empirical (JPN),Manhattan Cafe,Hirotsugu Oku,,Niigata,139.1838101332008,37.949180519264424
3971,3971,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,1.0,1,1,0,0,Mikki Fight (JPN),3,C,126,,1:51.20,111.20,2.2,Keita Tosaki,Hiroyasu Tanaka,209022.05,–,–,Drefong (USA),Special Groove (JPN),Special Week,Mizuki Noda,,Niigata,139.1838101332008,37.949180519264424
3972,3972,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,14.0,2,14,1,1,Satono Phoenix (JPN),3,C,126,,1:51.37,111.37,53.0,Ryuji Wada,Masato Nishizono,84384.05,–,–,Henny Hughes (USA),Mermaid Tiara (JPN),Symboli Kris S,Hajime Satomi,,Niigata,139.1838101332008,37.949180519264424
3973,3973,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,9.0,3,9,4,3,Mikki Crest (JPN),3,C,126,,1:51.87,111.87,15.3,Ryusei Sakai,Ryuji Okubo,52216.53,–,–,Just A Way (JPN),Danuskas My Girl (USA),Shackleford,Mizuki Noda,,Niigata,139.1838101332008,37.949180519264424
3974,3974,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,7.0,4,7,5.5,1.5,Ballon DOr (JPN),3,C,126,,1:52.12,112.12,49.0,Norihiro Yokoyama,Mikio Matsunaga,31187.35,–,–,New Years Day (USA),Lumiere Dor (JPN),Rulership,Toshio Terada,,Niigata,139.1838101332008,37.949180519264424
3975,3975,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,6.0,5,6,5.75,0.2,Habire (JPN),3,C,126,,1:52.19,112.19,24.3,Kosei Miura,Ryo Takei,20605.93,–,–,Henny Hughes (USA),Tomo Tomo River (JPN),Black Tide,Shinichi Koga,,Niigata,139.1838101332008,37.949180519264424
3976,3976,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,5.0,6,5,7.25,1.5,Pure Cian (JPN),3,C,126,,1:52.41,112.41,59.0,Yutaka Yoshida,Masahiro Takeuchi,,–,–,Hokko Tarumae (JPN),Pure Pleasure (JPN),Tiznow,Yoshiko Tsurumi,,Niigata,139.1838101332008,37.949180519264424
3977,3977,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,4.0,7,4,8.5,1.25,G Cyclone (JPN),3,C,126,,1:52.62,112.62,8.2,Mirco Demuro,Tatsuya Yoshioka,,–,–,Thunder Snow (IRE),G Veronica (JPN),King Kamehameha,G Horse Co Ltd,,Niigata,139.1838101332008,37.949180519264424
3978,3978,2024-08-04,JPN,Niigata,07:45,Leopard Stakes (3yo) (Dirt),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Standard,AW,15,11.0,8,11,10.25,1.75,Blue Sun (JPN),3,C,126,,1:52.91,112.91,11.3,Shu Ishibashi,Yoshihiko Kawamura,,–,–,Moanin (USA),Good Rainbow (JPN),Stay Gold,Kozo Ishise,,Niigata,139.1838101332008,37.949180519264424
